Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Log_Returns,Volatility,SMA_20,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Position,Volume_SMA,Volume_Ratio,High_Low_Ratio
2025-05-14 00:00:00-04:00,1.996309187430371,2.099429958124625,2.1861588229873403,2.1019638968092957,-0.31341721100613723,0.0,0.0,0.0008839303444069024,0.0008302082486957907,0.0130847880978466,202.61583353678384,212.3300018310547,212.3300018310547,0.0,0.0,39.821951858259695,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.5208332387228033
2025-05-15 00:00:00-04:00,1.6751803290450638,1.8673570320699515,1.9475720575364805,1.9077563982271606,-0.7264098569914663,0.0,0.0,-0.004144515024837148,-0.004153127331358633,0.0130847880978466,202.61583353678384,211.85333251953122,211.8730762188251,-0.01974369929388331,-0.010968721829935172,38.92926889022203,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.5584784102367334
2025-05-16 00:00:00-04:00,1.9811223381380219,1.7750012217619497,2.000338525191133,1.865824927628874,0.20683451707085915,0.0,0.0,-0.0008985691376137694,-0.0008989730928672502,0.0130847880978466,202.61583353678384,211.6217525561467,211.6528019122504,-0.031049356103693526,-0.0191984899749181,38.3333473357226,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.532138789434405
2025-05-19 00:00:00-04:00,1.0155638481933844,1.0432551410059474,0.7362956343879056,1.3185168658821653,-0.6196121869754756,0.0,0.0,-0.011739069355409137,-0.011808516259790399,0.0130847880978466,202.61583353678384,210.72472194583935,210.84969169656577,-0.12496975072642158,-0.05502886285821873,38.92926889022203,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.8659009991289086
2025-05-20 00:00:00-04:00,0.9634875559502132,0.804078199807279,0.9129411337415587,0.8947941696155003,-0.9698912416750871,0.0,0.0,-0.009196274452395903,-0.00923882123310149,0.0130847880978466,202.61583353678384,209.67469097141117,209.92446587779716,-0.2497749063859942,-0.11296140793430615,38.92926889022203,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.5319768989194739
2025-05-21 00:00:00-04:00,0.4210385940885457,0.46543781972061715,-0.07810162133664442,-0.1578938507282624,0.6368994098562242,0.0,0.0,-0.02305909435553888,-0.023329114291235003,0.0130847880978466,202.61583353678384,207.83121114616375,208.35528411444133,-0.5240729682775793,-0.22439549814791776,38.3333473357226,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.21800830195592988
2025-05-22 00:00:00-04:00,-0.5466884997990691,-0.550476093667401,-0.3098064128317486,-0.3189959616255422,-0.5617530352359394,0.0,0.0,-0.003612230891026025,-0.003618770750769896,0.0130847880978466,202.61583353678384,206.38718315613528,207.11120920582738,-0.7240260496920996,-0.3508386618135183,38.92926889022203,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.5442629511969476
2025-05-23 00:00:00-04:00,-2.074226630475125,-1.7463680265327441,-1.7413130035553088,-1.6629918623938693,2.484576003145475,0.0,0.0,-0.03024432021966139,-0.03071111572604032,0.0130847880978466,202.61583353678384,204.06719927337053,205.2032976858288,-1.1360984124582671,-0.5395513467063353,37.220523989374136,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.4268871998618002
2025-05-27 00:00:00-04:00,-1.069610093636688,-1.0264631754954054,-0.8305646119547871,-0.5727870966328517,0.35588984301756943,0.0,0.0,0.025298316860348224,0.024983611085566255,0.0130847880978466,202.61583353678384,203.3041092961459,204.46318234638179,-1.1590730502358895,-0.6826639336846821,38.3333473357226,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.8398801429065273
2025-05-28 00:00:00-04:00,-0.5727283013435087,-0.5552133082420699,-0.2639254196282382,-0.5264442683021653,-0.6965911016008629,0.0,0.0,0.0010488559414427723,0.001048306276362571,0.0130847880978466,202.61583353678384,202.75757135843503,203.90526228094524,-1.1476909225102077,-0.7868569739612545,38.92926889022203,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.18374697385518082
2025-05-29 00:00:00-04:00,0.07604184894749663,-0.2994579227500691,-0.58280304806138,-0.6301684216404737,-0.11433712585481712,0.0,0.0,-0.0023450814539321962,-0.002347835463872541,0.0130847880978466,202.61583353678384,202.2438529367702,203.39226311426378,-1.148410177493588,-0.8659627490022362,39.179453789520856,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.27169841740537154
2025-05-30 00:00:00-04:00,-0.8374436595996658,-0.7375545148527436,-0.9796787149900248,-0.4315461978773008,1.7527572256191595,0.0,0.0,0.0045011711378339925,0.00449107116349544,0.0130847880978466,202.61583353678384,201.99603154562095,203.07990678364564,-1.0838752380246888,-0.9127612127473388,37.220523989374136,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.7857144961219704
2025-06-02 00:00:00-04:00,-0.6399914428790474,-0.6972972245580745,-0.21345527695577052,-0.2439624707910511,-1.6498299989425098,0.0,0.0,0.004231968229508221,0.004223038636265648,0.0130847880978466,202.61583353678384,201.94462869331466,202.91825059532738,-0.9736219020127237,-0.9256414490813004,38.92926889022203,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.786066743592858
2025-06-03 00:00:00-04:00,-0.4078216979963169,-0.30892873846340974,-0.020749504708414617,0.10252105577491982,-0.5964358429243007,0.0,0.0,0.0077838738124602624,0.007753735759536577,0.0130847880978466,202.61583353678384,202.170297837576,202.95775671940785,-0.7874588818318671,-0.8967335529125295,40.21160797954993,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.8220639023436633
2025-06-04 00:00:00-04:00,-0.06933407552995069,0.27599259796594217,0.24077600709649077,0.0032116276176618426,-0.863439630715854,0.0,0.0,-0.0022137892398476078,-0.0022162432937545516,0.0130847880978466,202.61583353678384,202.2791352992269,202.942855609079,-0.6637203098520956,-0.848431424232274,39.07540407465429,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.17391336397377705
2025-06-05 00:00:00-04:00,0.058683084866437536,-0.07685581240872924,-0.2065733030000084,-0.48009807252282827,0.244151218691208,0.0,0.0,-0.010797763348392997,-0.010856482266256429,0.0130847880978466,202.61583353678384,202.0066034952551,202.70091242349633,-0.6943089282412416,-0.8167141635118056,34.035152113157935,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.10435007596212618
2025-06-06 00:00:00-04:00,-0.04980670750589597,0.14811309850194312,0.2293048836717714,0.24596763339667993,-0.5747014116096153,0.0,0.0,0.0163983113495636,0.016265311059071526,0.0130847880978466,202.61583353678384,202.3192393353309,202.82466027277573,-0.5054209374448249,-0.7530212821137574,45.42412530338239,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.9823771837116739,0.5123282860797806
2025-06-09 00:00:00-04:00,0.2517947828553626,0.21915686337794066,-0.23639402330982914,-0.29913474948382573,1.9491169020743027,0.0,0.0,-0.012112599268742419,-0.012186554600183343,0.0130847880978466,202.61583353678384,202.17855410701108,202.6888459599135,-0.5102918529024123,-0.7035848282914376,39.86000857164005,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.23912938084485122
2025-06-10 00:00:00-04:00,-0.5705563865548171,-0.17157842328607684,-0.11021866662863712,-0.029893760067193364,0.20055739029134143,0.0,0.0,0.0060560994747325125,0.0060378350081640355,0.0130847880978466,202.61583353678384,202.25746197793416,202.68702876013867,-0.4295667822045175,-0.6479798671304875,43.538818914842594,202.61583353678384,210.89758955906075,194.33407751450696,0.22670401378663518,53006346.666666664,0.982377183711674,0.555553312934456
2025-06-11 00:00:00-04:00,0.058683084866437536,-0.13605834756606322,-0.6057417944154451,-0.888374281828821,0.8078237456396922,0.0,0.0,-0.019193760422328232,-0.01938035209767723,0.0130847880978466,203.30350036621093,201.7028345804856,202.31856613653957,-0.6157315560539871,-0.6414549780660113,35.98107571055864,203.30350036621093,212.40363383001042,194.20336690241143,0.2514596019438271,53081505.0,1.148985885008347,0.06075457137560133
2025-06-12 00:00:00-04:00,-0.9003662824035049,-1.2774849598487346,-0.8466213843530771,-0.7956852577187977,-0.8345436994766039,0.0,0.0,0.002112879422097258,0.0021106504315444113,0.012975457691426209,202.64700012207032,201.3058931697086,202.03029411815777,-0.7244009484491585,-0.6581986048416385,37.24764245685215,202.64700012207032,210.85611185330364,194.437888390837,0.29005017310744624,52810445.0,0.8313620534725659,0.7931045822563328
2025-06-13 00:00:00-04:00,-0.7593308766577633,-1.1140853846647354,-1.2274402788834256,-1.402580323339319,-0.11764391239716643,0.0,0.0,-0.013805221095031128,-0.013901399360486715,0.013194118504266992,201.89700012207032,200.5394059047313,201.52376812405757,-0.9843622193262718,-0.7239162382846666,32.68756463667144,201.89700012207032,209.4330229938682,194.36097725027244,0.13860226630863218,53127090.0,0.9667836126541093,0.16059963470379313
