Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,151.28907783375524,153.14707784853206,150.8603108363314,153.04226684570312,22622100,0.0,0.0
2020-01-03 00:00:00-05:00,150.8508226765117,152.4039130274651,150.60307959140601,151.13665771484375,21116200,0.0,0.0
2020-01-06 00:00:00-05:00,149.66932792275708,151.59403303057528,149.1262122356397,151.52732849121094,20813700,0.0,0.0
2020-01-07 00:00:00-05:00,151.8036218417332,152.13710084875345,149.89797766820752,150.1457061767578,21634100,0.0,0.0
2020-01-08 00:00:00-05:00,151.43203046001807,153.21381792157746,150.49826874289445,152.5373077392578,27746500,0.0,0.0
2020-01-09 00:00:00-05:00,154.2047570722111,154.5668341975591,153.432973337792,154.44296264648438,21385000,0.0,0.0
2020-01-10 00:00:00-05:00,155.1384890667648,155.51961206114564,153.57584698863667,153.72830200195312,20725900,0.0,0.0
2020-01-13 00:00:00-05:00,154.12850376510744,155.60538098637048,153.6520926962427,155.57679748535156,21626500,0.0,0.0
2020-01-14 00:00:00-05:00,155.68161454893516,155.88171360275174,154.09040326179172,154.48106384277344,23477400,0.0,0.0
2020-01-15 00:00:00-05:00,154.94794349384517,156.20567579261396,154.9003140143662,155.4815216064453,21417900,0.0,0.0
2020-01-16 00:00:00-05:00,156.59640624909855,158.39724045196144,156.2914960264942,158.33053588867188,23865400,0.0,0.0
2020-01-17 00:00:00-05:00,159.52146348437785,159.56910749394856,157.6253423991826,159.21656799316406,34371700,0.0,0.0
2020-01-21 00:00:00-05:00,158.8163832042299,160.255153903279,158.57817767539785,158.64488220214844,29517200,0.0,0.0
2020-01-22 00:00:00-05:00,159.5024241627532,159.5881892069386,157.86356888038867,157.88262939453125,24138800,0.0,0.0
2020-01-23 00:00:00-05:00,158.34952808833728,158.93075022783887,157.47293338495862,158.85452270507812,19680800,0.0,0.0
2020-01-24 00:00:00-05:00,159.6072409094811,159.62630142430766,156.69160731427516,157.25376892089844,24918100,0.0,0.0
2020-01-27 00:00:00-05:00,153.5472991294745,155.67210320610195,152.64212090354462,154.62399291992188,32078100,0.0,0.0
2020-01-28 00:00:00-05:00,156.05319728680965,157.93978091240282,155.376701759657,157.65394592285156,24899900,0.0,0.0
2020-01-29 00:00:00-05:00,159.92168211112687,160.78875384341436,157.87312009994662,160.11224365234375,34754500,0.0,0.0
2020-01-30 00:00:00-05:00,165.83873532348133,165.83873532348133,162.7325251126566,164.62864685058594,51597500,0.0,0.0
2020-01-31 00:00:00-05:00,164.0855428072583,164.26656684053623,161.5796153816874,162.19894409179688,36142700,0.0,0.0
2020-02-03 00:00:00-05:00,162.38949285979055,166.26748648602296,162.3609093547399,166.1531524658203,30107000,0.0,0.0
2020-02-04 00:00:00-05:00,168.782923631767,172.11780132594467,167.99207946247816,171.62232971191406,36433300,0.0,0.0
2020-02-05 00:00:00-05:00,175.34786472595192,175.50984275197817,169.9930087236382,171.41270446777344,39186300,0.0,0.0
2020-02-06 00:00:00-05:00,172.4322103968945,175.14775909976768,171.5651388277485,174.9667205810547,27751400,0.0,0.0
2020-02-07 00:00:00-05:00,174.22354882690465,176.87239343667386,173.87099471887296,175.2144775390625,33529100,0.0,0.0
2020-02-10 00:00:00-05:00,174.91907168143382,179.93091037305726,174.60463866386374,179.79751586914062,35844300,0.0,0.0
2020-02-11 00:00:00-05:00,181.6555587654134,181.70320278638292,174.84288539527742,175.73854064941406,53159900,0.0,0.0
2020-02-12 00:00:00-05:00,176.8247085443756,177.08197455532815,173.27068655447232,175.99575805664062,47062900,0.0,0.0
2020-02-13 00:00:00-05:00,174.4426709188351,177.4440547028916,174.24257188173937,175.04295349121094,35295800,0.0,0.0
2020-02-14 00:00:00-05:00,174.60468866720265,176.66278835038204,174.03298946445904,176.60562133789062,23149500,0.0,0.0
2020-02-18 00:00:00-05:00,176.85331392462334,178.84470866214195,176.74850291007436,178.39688110351562,27792200,0.0,0.0
2020-02-19 00:00:00-05:00,179.67719126094454,179.7918375754249,178.15806927957598,178.9319610595703,29997500,0.51,0.0
2020-02-20 00:00:00-05:00,178.61660944359718,178.90323971266614,173.02738480054768,176.1993865966797,36862400,0.0,0.0
2020-02-21 00:00:00-05:00,175.0051657426706,175.32045768849378,169.34905245387205,170.6293182373047,48572600,0.0,0.0
2020-02-24 00:00:00-05:00,160.29163161505338,166.7694109498898,155.9539946198848,163.27255249023438,68311100,0.0,0.0
2020-02-25 00:00:00-05:00,166.43492769841535,167.0463987317634,160.17689495764776,160.57818603515625,68073300,0.0,0.0
2020-02-26 00:00:00-05:00,162.14513803050656,165.53688417349048,160.71200092942902,162.58462524414062,56206100,0.0,0.0
2020-02-27 00:00:00-05:00,156.03995536210235,159.58457252523377,150.93797683031812,151.12905883789062,93174900,0.0,0.0
2020-02-28 00:00:00-05:00,145.6162485547847,156.41254809889182,145.22452101895675,154.78831481933594,97012700,0.0,0.0
2020-03-02 00:00:00-05:00,157.9412568253211,165.21203946757697,155.0749826890093,165.08782958984375,71030800,0.0,0.0
2020-03-03 00:00:00-05:00,166.0528139286919,167.19932064021432,155.02720484930217,157.17691040039062,71677000,0.0,0.0
2020-03-04 00:00:00-05:00,160.979565456105,163.0910465677524,158.237485759289,162.94773864746094,49814400,0.0,0.0
2020-03-05 00:00:00-05:00,158.6482648849077,163.25340408325562,158.30431143028486,158.85845947265625,47817300,0.0,0.0
2020-03-06 00:00:00-05:00,155.36163162078796,155.83934403403944,149.0462729344585,154.3679962158203,72821100,0.0,0.0
2020-03-09 00:00:00-04:00,144.26911765659355,150.71823384322937,143.31369303635122,143.9060516357422,70419300,0.0,0.0
2020-03-10 00:00:00-04:00,151.10995119968203,153.8520150088613,145.77868043045396,153.74691772460938,65354400,0.0,0.0
2020-03-11 00:00:00-04:00,150.12587708090874,150.67046154022705,144.41242728533643,146.78189086914062,56371600,0.0,0.0
2020-03-12 00:00:00-04:00,138.82321411729578,146.62903229571248,132.40275886102268,132.86135864257812,93226400,0.0,0.0
2020-03-13 00:00:00-04:00,140.92515738418072,154.6928321908884,134.45692743443067,151.7501220703125,92727400,0.0,0.0
2020-03-16 00:00:00-04:00,133.75945265769641,142.6926790773562,128.98232934849295,129.38360595703125,87905900,0.0,0.0
2020-03-17 00:00:00-04:00,133.75942938357286,140.92511310054996,128.9823069055881,140.0365753173828,81059800,0.0,0.0
2020-03-18 00:00:00-04:00,131.8485884641376,139.49198489684125,129.00142737496958,134.1416015625,81593200,0.0,0.0
2020-03-19 00:00:00-04:00,136.40600174385253,143.4570268009298,132.8040461931456,136.3486785888672,85922700,0.0,0.0
2020-03-20 00:00:00-04:00,139.49200243962864,140.5429754127465,129.8039968259391,131.2275848388672,84866200,0.0,0.0
2020-03-23 00:00:00-04:00,130.90275711102777,134.30408191819546,126.61290874487847,129.91867065429688,78975200,0.0,0.0
2020-03-24 00:00:00-04:00,137.3423254995829,142.93156683832092,134.9728758964577,141.72772216796875,82516700,0.0,0.0
2020-03-25 00:00:00-04:00,142.2723026936915,147.45070307732973,138.00155290473782,140.37100219726562,75638200,0.0,0.0
2020-03-26 00:00:00-04:00,141.78503551174546,149.67685374701728,141.75637393382866,149.1513671875,64568100,0.0,0.0
2020-03-27 00:00:00-04:00,144.9856925660748,147.9857254238358,142.54935676044244,143.02706909179688,57042300,0.0,0.0
2020-03-30 00:00:00-04:00,145.644940424634,153.44120930549767,143.3232508733765,153.0876922607422,63420300,0.0,0.0
2020-03-31 00:00:00-04:00,152.29466313237324,157.43485173119177,149.58126098596472,150.6800079345703,77927200,0.0,0.0
2020-04-01 00:00:00-04:00,146.1799629258876,150.7182297487501,144.097144308081,145.3296356201172,57969900,0.0,0.0
2020-04-02 00:00:00-04:00,145.09078033127363,148.54941271792683,143.65764343135137,148.33921813964844,49630700,0.0,0.0
2020-04-03 00:00:00-04:00,148.1863546957883,150.3647215205411,145.40606573466746,146.97296142578125,41243300,0.0,0.0
2020-04-06 00:00:00-04:00,153.17366665944496,159.07818321902553,150.5557982158252,157.90301513671875,67111700,0.0,0.0
2020-04-07 00:00:00-04:00,162.03049044572688,162.42221811770446,155.98264963343846,156.20240783691406,62769000,0.0,0.0
2020-04-08 00:00:00-04:00,158.2851947297613,159.24061934785263,156.21192505793775,157.76927185058594,48318200,0.0,0.0
2020-04-09 00:00:00-04:00,158.9444738181257,159.90944763911187,156.0495377765413,157.7788543701172,51385100,0.0,0.0
2020-04-13 00:00:00-04:00,157.02401243132852,158.189631413571,155.065389415028,158.13229370117188,41905300,0.0,0.0
2020-04-14 00:00:00-04:00,161.4667671562334,166.00503428044706,160.5113424985042,165.95726013183594,52874300,0.0,0.0
